DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-05-19	31926482	Shen H	2020-01-11	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31926482	Polygenic prediction and GWAS of depression, PTSD, and suicidal ideation/self-harm in a Peruvian cohort.	Suicidal or self-harm ideation	522 Peruvian cases, 2,882 Peruvian controls	NA	11q25	11	132793755	NR	OPCML			ENSG00000183715			rs4076157-G	rs4076157	0	4076157	intron_variant	0	NR	3E-6	5.522878745280337		1.772	[NR]	NR [NR]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST009976	Genome-wide genotyping array
2020-05-19	31926482	Shen H	2020-01-11	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31926482	Polygenic prediction and GWAS of depression, PTSD, and suicidal ideation/self-harm in a Peruvian cohort.	Suicidal or self-harm ideation	522 Peruvian cases, 2,882 Peruvian controls	NA	16q22.3	16	73328439	NR	ZFHX3			ENSG00000140836			rs9935274-A	rs9935274	0	9935274	intron_variant	0	NR	4E-7	6.3979400086720375		1.968	[NR]	NR [NR]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST009976	Genome-wide genotyping array
2020-05-19	31926482	Shen H	2020-01-11	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/31926482	Polygenic prediction and GWAS of depression, PTSD, and suicidal ideation/self-harm in a Peruvian cohort.	Suicidal or self-harm ideation	522 Peruvian cases, 2,882 Peruvian controls	NA	22q13.33	22	49615321	NR	MIR3667HG			ENSG00000188511			rs135871-A	rs135871	0	135871	non_coding_transcript_exon_variant	0	NR	8E-6	5.096910013008056		1.757	[NR]	NR [NR]	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST009976	Genome-wide genotyping array
2024-03-07	35121771	Choe EK	2022-02-04	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits.	Suicidal ideation	6,818 Korean ancestry individuals	NA	1q31.3	1	195401717		RNU6-983P - LINC01724	ENSG00000251813	ENSG00000227421		913512	643166	rs143149055-C	rs143149055	0	143149055	intergenic_variant	1	0.014009	2E-9	8.698970004336019		2.12616	unit decrease	Affymetrix [6860342] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST90104215	Genome-wide genotyping array
2024-03-07	35121771	Choe EK	2022-02-04	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits.	Suicidal ideation	6,818 Korean ancestry individuals	NA	11q12.3	11	62171716		EEF1DP8 - SCGB1D1	ENSG00000236607	ENSG00000168515		1888	18500	rs118062710-G	rs118062710	0	118062710	regulatory_region_variant	1	0.010415	3E-8	7.522878745280337		2.20276	unit decrease	Affymetrix [6860342] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST90104215	Genome-wide genotyping array
2024-03-07	35121771	Choe EK	2022-02-04	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits.	Suicidal ideation	6,818 Korean ancestry individuals	NA	21q22.11	21	34038555		LINC00649 - MRPS6	ENSG00000237945	ENSG00000243927		60852	34669	rs77399471-C	rs77399471	0	77399471	intergenic_variant	1	0.010415	3E-8	7.522878745280337		2.19819	unit decrease	Affymetrix [6860342] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST90104215	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicidal ideation	79 European ancestry cases, 59 cases, 654 European ancestry controls, 779 controls	NA	22q12.2	22	30263577	OSM	OSM			ENSG00000099985			rs2070889-A	rs2070889	0	2070889	3_prime_UTR_variant	0	NR	4E-6	5.3979400086720375		1.97		Illumina [2711511] (imputed)	N	suicidal ideation	http://www.ebi.ac.uk/efo/EFO_0004320	GCST006429	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	1p34.1	1	46182404		TSPAN1			ENSG00000117472			rs140270876-G	rs140270876	0	140270876	intron_variant	0	5.96E-4	5E-6	5.301029995663981		13.22091	[12.12-14.33]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	12q14.1	12	60381328		Y_RNA - DUX4L52	ENSG00000201134	ENSG00000258336		39387	1218739	rs142028557-A	rs142028557	0	142028557	intergenic_variant	1	0.997	1E-6	6.0		0.38485	[-0.00029-0.76999]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	2p12	2	81292592		ANKRD11P1 - CHMP4AP1	ENSG00000234429	ENSG00000231722		91408	126131	rs142223931-A	rs142223931	0	142223931	intergenic_variant	1	0.965	4E-6	5.3979400086720375		0.75021	[0.63-0.87]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	5q23.1	5	121417877		RNU4-69P - RPL23AP44	ENSG00000222609	ENSG00000244088		707037	157971	rs144610022-A	rs144610022	0	144610022	intergenic_variant	1	0.00588	1E-6	6.0		2.13742	[1.83-2.44]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	17p13.2	17	3684516		P2RX5-TAX1BP3, P2RX5			ENSG00000257950, ENSG00000083454			rs145340681-C	rs145340681	0	145340681	intron_variant	0	0.947	3E-6	5.522878745280337		0.84968	[0.78-0.92]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	11q13.1	11	65386894		FRMD8			ENSG00000126391			rs147615111-G	rs147615111	0	147615111	intron_variant	0	0.959	2E-6	5.698970004336019		1.13576	[1.08-1.19]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	4p15.1	4	34641214		LINC02484 - SEC63P2	ENSG00000248685	ENSG00000250416		305863	846598	rs1599111-T	rs1599111	0	1599111	intergenic_variant	1	0.621	3E-6	5.522878745280337		0.96348	[0.95-0.98]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	17p13.1	17	6801565		TEKT1			ENSG00000167858			rs186920888-A	rs186920888	0	186920888	intron_variant	0	0.00227	2E-6	5.698970004336019		3.78067	[3.23-4.33]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	8q24.23	8	136858274		LINC02055			ENSG00000254101			rs188510338-G	rs188510338	0	188510338	intron_variant	0	0.955	2E-6	5.698970004336019		0.92969	[0.9-0.96]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	11p15.4	11	3584609		RPS24P14 - VPS51P5	ENSG00000223688	ENSG00000230851		24587	6668	rs188767963-C	rs188767963	0	188767963	regulatory_region_variant	1	0.846	3E-6	5.522878745280337		0.91347	[0.88-0.95]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	11p15.4	11	10609700		IRAG1, LYVE1			ENSG00000072952, ENSG00000133800			rs3741042-C	rs3741042	0	3741042	intron_variant	0	0.467	9E-7	6.045757490560675		0.96715	[0.95-0.98]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	1p22.2	1	88259132		PKN2-AS1			ENSG00000237505			rs4656024-T	rs4656024	0	4656024	intron_variant	0	0.421	3E-6	5.522878745280337		0.97103	[0.96-0.98]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	2q24.1	2	157943069		UPP2			ENSG00000007001			rs72931115-A	rs72931115	0	72931115	intron_variant	0	0.979	2E-6	5.698970004336019		0.85121	[0.79-0.92]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	3q26.31	3	173894411		NLGN1			ENSG00000169760			rs73182688-A	rs73182688	0	73182688	intron_variant	0	0.89	2E-6	5.698970004336019		1.05665	[1.03-1.08]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	21q21.1	21	20828101		LINC00320 - PPIAP1	ENSG00000224924	ENSG00000215351		24285	26	rs73895051-T	rs73895051	0	73895051	intergenic_variant	1	0.937	5E-6	5.301029995663981		0.90583	[0.86-0.95]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	7q31.31	7	119977838		LINC02476 - RNU1-29P	ENSG00000225546	ENSG00000271739		70441	28138	rs74727694-C	rs74727694	0	74727694	intergenic_variant	1	0.976	4E-6	5.3979400086720375		0.82062	[0.74-0.9]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	4q22.2	4	93326110		GRID2			ENSG00000152208			rs74788800-G	rs74788800	0	74788800	intron_variant	0	0.986	4E-6	5.3979400086720375		0.85248	[0.78-0.92]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	3p12.3	3	77126333		ROBO2			ENSG00000185008			rs7649370-A	rs7649370	0	7649370	intron_variant	0	0.677	2E-7	6.698970004336019		1.03448	[1.02-1.05]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	6q25.1	6	151847399		ESR1			ENSG00000091831			rs9479131-C	rs9479131	0	9479131	intron_variant	0	0.972	4E-6	5.3979400086720375		0.86997	[0.81-0.93]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	15q26.1	15	92515295		C15orf32 - LINC00930	ENSG00000183643	ENSG00000258647		14178	52522	rs9672835-G	rs9672835	0	9672835	intergenic_variant	1	0.659	7E-7	6.154901959985743		0.96262	[0.95-0.98]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	3p12.3	3	77226510		ROBO2			ENSG00000185008			rs9828035-A	rs9828035	0	9828035	intron_variant	0	0.607	3E-6	5.522878745280337		1.02932	[1.02-1.04]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA	3p13	3	72768422		SHQ1			ENSG00000144736			rs9882095-C	rs9882095	0	9882095	intron_variant	0	0.999	4E-7	6.3979400086720375		0.03704	[-1.2401-1.31418]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr1:54257731-C	chr1:54257731	0			1	3.25E-4	5E-6	5.301029995663981		98.08162	[96.12-100.05]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr1:54635769-A	chr1:54635769	0			1	1.62E-4	5E-6	5.301029995663981		412.3201	[409.74-414.9]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr16:79828915-A	chr16:79828915	0			1	0.0097	4E-6	5.3979400086720375		1.73811	[1.5-1.97]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr17:26524910-A	chr17:26524910	0			1	0.00107	3E-6	5.522878745280337		9.46215	[8.51-10.41]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr17:26656853-G	chr17:26656853	0			1	0.00111	3E-6	5.522878745280337		8.7688	[7.86-9.68]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr17:26831719-G	chr17:26831719	0			1	0.00106	3E-6	5.522878745280337		9.04218	[8.12-9.96]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr17:27412261-A	chr17:27412261	0			1	0.00166	5E-6	5.301029995663981		4.85593	[4.18-5.53]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
2023-01-18	36253440	Li QS	2022-10-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/36253440	Genome-wide association study meta-analysis of suicide death and suicidal behavior.	Suicide behavior	8,315 European ancestry cases, 256,478 European ancestry controls	NA											chr17:29110725-C	chr17:29110725	0			1	0.00127	4E-6	5.3979400086720375		5.52951	[4.81-6.25]	Illumina [NR] (imputed)	N	suicide behaviour	http://www.ebi.ac.uk/efo/EFO_0007623	GCST90244689	Genome-wide genotyping array
